Tul Code,Ordenado,Delivered,Orders,ACV,AOV,Sku's,Freq
CL-018152,4207069.804,4200918.3,13,4200918.300000000000,323147.561538461538,49,4.3333333333333333
CL-028251,4197547.62,4196147.92,17,4196147.920000000000,246832.230588235294,28,5.6666666666666667
CL-024450,4195018.94,4141743.74,9,4141743.740000000000,460193.748888888889,82,3.0000000000000000
CL-022123,4189712.98,4189712.98,5,4189712.980000000000,837942.596000000000,6,1.6666666666666667
CL-002165,4187578.885,4194432.07,6,4194432.070000000000,699072.011666666667,15,2.0000000000000000
CL-013500,4186319.38,4166393.38,12,4166393.380000000000,347199.448333333333,38,4.0000000000000000
CL-002617,4186267.25,4595590.75,15,4595590.750000000000,306372.716666666667,26,5.0000000000000000
CL-043003,4183171.04,3813377.65893549,14,3813377.658935490000,272384.118495392143,59,4.6666666666666667
CL-010093,4182599.07,3953576.27,38,3953576.270000000000,104041.480789473684,21,12.6666666666666667
CL-061725,4177864,4184724.05,7,4184724.050000000000,597817.721428571429,15,2.3333333333333333
CL-005898,4176509.18,4140479.18,12,4140479.180000000000,345039.931666666667,21,4.0000000000000000
CL-049772,4170695.59,4109364.99,18,4109364.990000000000,228298.055000000000,30,6.0000000000000000
CL-015139,4163691.92,4143211.42,15,4143211.420000000000,276214.094666666667,27,5.0000000000000000
CL-024484,4152902.23,4152902.23,12,4152902.230000000000,346075.185833333333,23,4.0000000000000000
CL-011395,4149803.28,4149803.3,6,4149803.300000000000,691633.883333333333,7,2.0000000000000000
CL-062766,4147731.84,3915852.26,10,3915852.260000000000,391585.226000000000,17,3.3333333333333333
CL-034124,4143247.74,4143247.74,9,4143247.740000000000,460360.860000000000,8,3.0000000000000000
CL-066337,4142406.8,4142406.8,2,4142406.800000000000,2071203.400000000000,13,0.66666666666666666667
CL-017137,4139422.97,4046530.97,6,4046530.970000000000,674421.828333333333,27,2.0000000000000000
CL-031243,4138186.86,4138186.86,4,4138186.860000000000,1034546.715000000000,6,1.3333333333333333
CL-043221,4128278,4128278,2,4128278.000000000000,2064139.000000000000,2,0.66666666666666666667
CL-004430,4127141.46,4090586.51,6,4090586.510000000000,681764.418333333333,7,2.0000000000000000
CL-000158,4118506.42,4097417.68317516,4,4097417.683175160000,1024354.420793790000,30,1.3333333333333333
CL-021949,4117267.1,3977486.96,39,3977486.960000000000,101986.845128205128,66,13.0000000000000000
CL-028711,4115925.86,4115925.86,5,4115925.860000000000,823185.172000000000,6,1.6666666666666667
CL-021161,4113296.81,4113296.78,10,4113296.780000000000,411329.678000000000,23,3.3333333333333333
CL-025747,4103723.47,3978207.41837519,6,3978207.418375190000,663034.569729198333,31,2.0000000000000000
CL-027589,4101364.9,3873721.9,17,3873721.900000000000,227865.994117647059,7,5.6666666666666667
CL-065866,4100240.46,3993070.732,9,3993070.732000000000,443674.525777777778,23,3.0000000000000000
CL-025534,4091342.43,4148794.38,8,4148794.380000000000,518599.297500000000,7,2.6666666666666667
CL-056577,4086330.55,4086330.53,5,4086330.530000000000,817266.106000000000,17,1.6666666666666667
CL-024081,4086112.65,4086112.65,1,4086112.650000000000,4086112.650000000000,4,0.33333333333333333333
CL-011115,4083197.26,4418521.56569084,17,4418521.565690840000,259913.033275931765,62,5.6666666666666667
CL-048365,4082952.96,4082952.96,4,4082952.960000000000,1020738.240000000000,6,1.3333333333333333
CL-039661,4081979.64,3948922.68,2,3948922.680000000000,1974461.340000000000,4,0.66666666666666666667
CL-013503,4074369.34,4065639.34,8,4065639.340000000000,508204.917500000000,17,2.6666666666666667
CL-041793,4069794.67,4069794.67,4,4069794.670000000000,1017448.667500000000,2,1.3333333333333333
CL-054109,4067832.79,4056999.73,23,4056999.730000000000,176391.292608695652,83,7.6666666666666667
CL-026692,4065364.54,4100864.88,3,4100864.880000000000,1366954.960000000000,4,1.00000000000000000000
CL-010391,4062469.73,3960539.13,13,3960539.130000000000,304656.856153846154,34,4.3333333333333333
CL-022487,4058553.39,4002017.76,6,4002017.760000000000,667002.960000000000,17,2.0000000000000000
CL-004672,4057603.78,4049390.08,10,4049390.080000000000,404939.008000000000,46,3.3333333333333333
CL-018140,4054444.13,3947137.73,7,3947137.730000000000,563876.818571428571,30,2.3333333333333333
CL-017749,4045108.32,4045108.32,21,4045108.320000000000,192624.205714285714,36,7.0000000000000000
CL-046238,4044754.8,4032838.27,4,4032838.270000000000,1008209.567500000000,2,1.3333333333333333
CL-015262,4043688,4043688,1,4043688.000000000000,4043688.000000000000,2,0.33333333333333333333
CL-046749,4036729.57,4024897.65,22,4024897.650000000000,182949.893181818182,17,7.3333333333333333
CL-002203,4036678.2,4036678.5,9,4036678.500000000000,448519.833333333333,12,3.0000000000000000
CL-027071,4035787.2,4035787.2,1,4035787.200000000000,4035787.200000000000,1,0.33333333333333333333
CL-038234,4035529.25,3892226.09,7,3892226.090000000000,556032.298571428571,6,2.3333333333333333
CL-018189,4030307.46,4079272.45,9,4079272.450000000000,453252.494444444444,24,3.0000000000000000
CL-046042,4026726.51,4117951.75,23,4117951.750000000000,179041.380434782609,92,7.6666666666666667
CL-004811,4022138.56,4022138.55,1,4022138.550000000000,4022138.550000000000,3,0.33333333333333333333
CL-008843,4019837.92,4019837.92,3,4019837.920000000000,1339945.973333333333,7,1.00000000000000000000
CL-013205,4013586.15,3928686.15,26,3928686.150000000000,151103.313461538462,17,8.6666666666666667
CL-052977,4011869,3935621,10,3935621.000000000000,393631.700000000000,26,3.3333333333333333
CL-026745,4008527.16,4008527.16,2,4008527.160000000000,2004263.580000000000,3,0.66666666666666666667
CL-012515,4007838.09,4007838.09,1,4007838.090000000000,4007838.090000000000,3,0.33333333333333333333
CL-039959,4006392.98,4006392.98,3,4006392.980000000000,1335464.326666666667,6,1.00000000000000000000
CL-000725,3998283.89,3998284.01,5,3998284.010000000000,799656.802000000000,11,1.6666666666666667
CL-028563,3998136,3754536,3,3754536.000000000000,1251512.000000000000,4,1.00000000000000000000
CL-024305,3996096.77,3996096.77,4,3996096.770000000000,999024.192500000000,5,1.3333333333333333
CL-047376,3994474.86,3994474.86,1,3994474.860000000000,3994474.860000000000,1,0.33333333333333333333
CL-046942,3983050.6,3983050.6,9,3983050.600000000000,442561.177777777778,5,3.0000000000000000
CL-029712,3982506.84,3982506.84,1,3982506.840000000000,3982506.840000000000,1,0.33333333333333333333
CL-030070,3979411.2,3979411.2,1,3979411.200000000000,3979411.200000000000,1,0.33333333333333333333
CL-054226,3976650.63,3976650.63,3,3976650.630000000000,1325550.210000000000,13,1.00000000000000000000
CL-062189,3967828.62,3967828.62,8,3967828.620000000000,495978.577500000000,13,2.6666666666666667
CL-000810,3961044.98,3961045.23,4,3961045.230000000000,990261.307500000000,9,1.3333333333333333
CL-038944,3958731.72,3958731.72,5,3958731.720000000000,791746.344000000000,8,1.6666666666666667
CL-019939,3957969.4,3957969.4,4,3957969.400000000000,989492.350000000000,1,1.3333333333333333
CL-006185,3955047.861,3955047.86,11,3955047.860000000000,359549.805454545455,20,3.6666666666666667
CL-022724,3954919.22,3954919.21,4,3954919.210000000000,988729.802500000000,10,1.3333333333333333
CL-045651,3952487.97,3918107.56,3,3918107.560000000000,1306035.853333333333,6,1.00000000000000000000
CL-019593,3951831.56,3942706.56,15,3942706.560000000000,262847.104000000000,13,5.0000000000000000
CL-000175,3945642.93,3945642.93,4,3945642.930000000000,986410.732500000000,4,1.3333333333333333
CL-018856,3934265.07,3934265.07,12,3934265.070000000000,327855.422500000000,14,4.0000000000000000
CL-061537,3916508.79,4006254.12,2,4006254.120000000000,2003127.060000000000,2,0.66666666666666666667
CL-057273,3913826.98,3890210.93,12,3890210.930000000000,324184.244166666667,27,4.0000000000000000
CL-035897,3912953.03,3912953.03,4,3912953.030000000000,978238.257500000000,4,1.3333333333333333
CL-048593,3911206.84,3707858.95,5,3707858.950000000000,741571.790000000000,10,1.6666666666666667
CL-024044,3906651.87,3903575.87,5,3903575.870000000000,780715.174000000000,26,1.6666666666666667
CL-005826,3903133.3,3950924.23,4,3950924.230000000000,987731.057500000000,13,1.3333333333333333
CL-051127,3901983.48,3599838.78,8,3599838.780000000000,449979.847500000000,51,2.6666666666666667
CL-038645,3898190.32,3898190.32,1,3898190.320000000000,3898190.320000000000,15,0.33333333333333333333
CL-015389,3897115.37,3893827.39,12,3893827.390000000000,324485.615833333333,66,4.0000000000000000
CL-025243,3893574,3893574,2,3893574.000000000000,1946787.000000000000,1,0.66666666666666666667
CL-048513,3893431.99,3893432,1,3893432.000000000000,3893432.000000000000,6,0.33333333333333333333
CL-046344,3888808.35,3870733.3005,4,3870733.300500000000,967683.325125000000,4,1.3333333333333333
CL-021513,3880860.54,3763971.34,21,3763971.340000000000,179236.730476190476,39,7.0000000000000000
CL-052812,3877647.85,3692350.85,13,3692350.850000000000,284026.988461538462,37,4.3333333333333333
CL-054899,3874314.69,3874314.69,5,3874314.690000000000,774862.938000000000,7,1.6666666666666667
CL-019078,3874124.64,3874124.64,8,3874124.640000000000,484265.580000000000,10,2.6666666666666667
CL-049252,3873810.51,3731460.01,10,3731460.010000000000,373146.001000000000,82,3.3333333333333333
CL-019076,3873335.11,3873335,5,3873335.000000000000,774667.000000000000,6,1.6666666666666667
CL-052267,3871368.03,3801417.62,12,3801417.620000000000,316784.801666666667,122,4.0000000000000000
CL-005670,3867366.42,3867366.42,7,3867366.420000000000,552480.917142857143,15,2.3333333333333333
CL-021339,3866303.33,3865056.23,22,3865056.230000000000,175684.374090909091,32,7.3333333333333333
CL-002651,3858188.62,3858188.62,3,3858188.620000000000,1286062.873333333333,4,1.00000000000000000000
CL-031565,3857319.34,3892292.14,5,3892292.140000000000,778458.428000000000,11,1.6666666666666667
CL-009432,3857015.5068,3857015.49,7,3857015.490000000000,551002.212857142857,12,2.3333333333333333
CL-030713,3856374.87,3854603.07,15,3854603.070000000000,256973.538000000000,22,5.0000000000000000
CL-052089,3855042.98,3859098.93333333,10,3859098.933333330000,385909.893333333000,12,3.3333333333333333
CL-000154,3854717.82,3854717.82,3,3854717.820000000000,1284905.940000000000,2,1.00000000000000000000
CL-021822,3851795.33629291,3805962.88,15,3805962.880000000000,253730.858666666667,72,5.0000000000000000
CL-062550,3850178.17,3850178.17,10,3850178.170000000000,385017.817000000000,8,3.3333333333333333
CL-014534,3848298.87,3848298.87,7,3848298.870000000000,549756.981428571429,7,2.3333333333333333
CL-007747,3846943.16,4380515.78,8,4380515.780000000000,547564.472500000000,9,2.6666666666666667
CL-045941,3844687.02,3844687.02,11,3844687.020000000000,349517.001818181818,19,3.6666666666666667
CL-064682,3839210.08,3839210.08,2,3839210.080000000000,1919605.040000000000,5,0.66666666666666666667
CL-009115,3833861.39,3799441.43,5,3799441.430000000000,759888.286000000000,7,1.6666666666666667
CL-061106,3826875.91,3802422.91,13,3802422.910000000000,292494.070000000000,11,4.3333333333333333
CL-044599,3826366.25,3826366.25,3,3826366.250000000000,1275455.416666666667,7,1.00000000000000000000
CL-023509,3815318.18,3745168.92,17,3745168.920000000000,220304.054117647059,111,5.6666666666666667
CL-015874,3813263.3,3813263.3,3,3813263.300000000000,1271087.766666666667,6,1.00000000000000000000
CL-044885,3811228.55,3811228.55,3,3811228.550000000000,1270409.516666666667,3,1.00000000000000000000
CL-017305,3809881.55,3809881.55,2,3809881.550000000000,1904940.775000000000,5,0.66666666666666666667
CL-029028,3807804.66,3809621.99,6,3809621.990000000000,634936.998333333333,6,2.0000000000000000
CL-002855,3806838.84,3812200.23,10,3812200.230000000000,381220.023000000000,12,3.3333333333333333
CL-011696,3794842.91,3794842.91,4,3794842.910000000000,948710.727500000000,12,1.3333333333333333
CL-028131,3792269.67,3752048.8725,2,3752048.872500000000,1876024.436250000000,6,0.66666666666666666667
CL-016136,3788799.62,3736828.38,8,3736828.380000000000,467103.547500000000,22,2.6666666666666667
CL-002786,3786558.72,3555292.11,19,3555292.110000000000,187120.637368421053,87,6.3333333333333333
CL-000327,3786022.5,3786022.51,4,3786022.510000000000,946505.627500000000,9,1.3333333333333333
CL-024325,3784914.19,3681916.19,7,3681916.190000000000,525988.027142857143,12,2.3333333333333333
CL-027193,3783743.21,3070888.99,4,3070888.990000000000,767722.247500000000,45,1.3333333333333333
CL-009849,3779043.56,3777593.56,11,3777593.560000000000,343417.596363636364,13,3.6666666666666667
CL-035461,3777233.79,3802825.73,4,3802825.730000000000,950706.432500000000,8,1.3333333333333333
CL-000434,3774762.79,2640268.92,2,2640268.920000000000,1320134.460000000000,2,0.66666666666666666667
CL-003770,3772085.44,3772085.44,5,3772085.440000000000,754417.088000000000,12,1.6666666666666667
CL-021842,3769926.54,3769926.54,7,3769926.540000000000,538560.934285714286,8,2.3333333333333333
CL-004093,3766920.4,3593633.83,13,3593633.830000000000,277140.415313132308,26,4.3333333333333333
CL-042601,3758135.18,3734563.252,6,3734563.252000000000,622427.208666666667,5,2.0000000000000000
CL-037377,3757494.29,3757494.29,4,3757494.290000000000,939373.572500000000,4,1.3333333333333333
CL-000303,3753643.8312,3572797.93,26,3572797.930000000000,137415.305000000000,67,8.6666666666666667
CL-042705,3750202.66,3750202.66,4,3750202.660000000000,937550.665000000000,9,1.3333333333333333
CL-020340,3749257.62,3613561.58,7,3613561.580000000000,516223.082857142857,34,2.3333333333333333
CL-007304,3748919.9,2551728.38,4,2551728.380000000000,637932.095000000000,6,1.3333333333333333
CL-029401,3742960.6058,3623065.61,25,3623065.610000000000,144922.624400000000,17,8.3333333333333333
CL-016633,3740564.6,3740564.6,2,3740564.600000000000,1870282.300000000000,9,0.66666666666666666667
CL-064188,3734357.26,3746089.17,3,3746089.170000000000,1248696.390000000000,10,1.00000000000000000000
CL-020133,3733544.96,3733544.96,10,3733544.960000000000,373354.496000000000,24,3.3333333333333333
CL-006257,3733036.17,3466092.37,9,3466092.370000000000,385121.374444444444,14,3.0000000000000000
CL-004652,3728547.12,3625519.98,7,3625519.980000000000,517931.425714285714,17,2.3333333333333333
CL-021891,3726372.57,3726372.57,4,3726372.570000000000,931593.142500000000,8,1.3333333333333333
CL-034650,3722735.22,3610847.22,3,3610847.220000000000,1203615.740000000000,19,1.00000000000000000000
CL-001473,3720652.64,3483070.14,6,3483070.140000000000,580511.690000000000,23,2.0000000000000000
CL-039287,3718663.62,3659860.57,7,3659860.570000000000,522837.224285714286,24,2.3333333333333333
CL-024312,3713946.71,3713946.71,1,3713946.710000000000,3713946.710000000000,10,0.33333333333333333333
CL-037640,3688661.19,3213361.18,3,3213361.180000000000,1071120.393333333333,16,1.00000000000000000000
CL-009743,3686463.14,3642755.63,27,3642755.630000000000,134916.875185185185,122,9.0000000000000000
CL-012101,3685147.99,3597192.66,8,3597192.660000000000,449649.082500000000,16,2.6666666666666667
CL-011354,3683801.21,3704187.82,14,3704187.820000000000,264584.844285714286,35,4.6666666666666667
CL-036600,3674583,3674583,2,3674583.000000000000,1837291.500000000000,1,0.66666666666666666667
CL-006256,3671430.48,3574791.64,4,3574791.640000000000,893697.910000000000,4,1.3333333333333333
CL-019019,3669404.69,3669404.69,8,3669404.690000000000,458675.586250000000,6,2.6666666666666667
CL-021657,3665044.36,3603695.52,4,3603695.520000000000,900923.880000000000,10,1.3333333333333333
CL-052268,3663776,3627221.04,6,3627221.040000000000,604536.840000000000,6,2.0000000000000000
CL-051608,3663618.35,3663618.35,3,3663618.350000000000,1221206.116666666667,13,1.00000000000000000000
CL-017764,3660333.08,3551766.38,8,3551766.380000000000,443970.797500000000,15,2.6666666666666667
CL-026368,3659480.61,3659480.61,11,3659480.610000000000,332680.055454545455,22,3.6666666666666667
CL-040395,3657710.15,3369523.338,8,3369523.338000000000,421190.417250000000,5,2.6666666666666667
CL-020959,3656014.1,3656014.1,4,3656014.100000000000,914003.525000000000,3,1.3333333333333333
CL-020498,3650328,18251640,1,18251640.000000000000,18251640.000000000000,2,0.33333333333333333333
CL-011842,3649872.8,3649872.8,1,3649872.800000000000,3649872.800000000000,2,0.33333333333333333333
CL-055965,3645519.1,3453178,8,3453178.000000000000,431647.250000000000,23,2.6666666666666667
CL-020725,3645508.78,3643193.58175299,3,3643193.581752990000,1214397.860584330000,3,1.00000000000000000000
CL-054565,3642098.49,3642098.48,6,3642098.480000000000,607016.413333333333,7,2.0000000000000000
CL-015771,3631012.93,3300940.81,2,3300940.810000000000,1650470.405000000000,5,0.66666666666666666667
CL-063033,3627334.12,3627334.12,1,3627334.120000000000,3627334.120000000000,17,0.33333333333333333333
CL-066231,3621815.996,3675396,2,3675396.000000000000,1837698.000000000000,7,0.66666666666666666667
CL-021382,3620103.3212,3523809.36,61,3523809.360000000000,57767.366557377049,48,20.3333333333333333
CL-040421,3619650.86,3619650.86,10,3619650.860000000000,361965.086000000000,16,3.3333333333333333
CL-022952,3619270.24,3384570.24,6,3384570.240000000000,564095.040000000000,11,2.0000000000000000
CL-027935,3616570.15,3616570.15,6,3616570.150000000000,602761.691666666667,10,2.0000000000000000
CL-021746,3609978.63,2879928.6967878,18,2879928.696787800000,159996.038710433333,44,6.0000000000000000
CL-003911,3602067.32,3602067.32,8,3602067.320000000000,450258.415000000000,8,2.6666666666666667
CL-030611,3598952.25,3207519.24,15,3207519.240000000000,213834.616000000000,79,5.0000000000000000
CL-049220,3598176.12,3598176.12,2,3598176.120000000000,1799088.060000000000,5,0.66666666666666666667
CL-020859,3591260.64,3591260.64,5,3591260.640000000000,718252.128000000000,4,1.6666666666666667
CL-057952,3586969.2,3400941.2,2,3400941.200000000000,1700470.600000000000,5,0.66666666666666666667
CL-016458,3584378.04,3860323.18,28,3860323.180000000000,137868.685000000000,80,9.3333333333333333
CL-023860,3583841.54,3556278.54,14,3556278.540000000000,254019.895714285714,24,4.6666666666666667
CL-056491,3576608.99,3524539.19,6,3524539.190000000000,587423.198333333333,7,2.0000000000000000
CL-065135,3568500,3568500,1,3568500.000000000000,3568500.000000000000,4,0.33333333333333333333
CL-064106,3568403.83,3568403.83,2,3568403.830000000000,1784201.915000000000,10,0.66666666666666666667
CL-023965,3565419.17,3565419.17,6,3565419.170000000000,594236.528333333333,10,2.0000000000000000
CL-003323,3560085.91,3497586.37,18,3497586.370000000000,194310.353888888889,21,6.0000000000000000
CL-006318,3560018.21,3570126.2,14,3570126.200000000000,255009.014285714286,10,4.6666666666666667
CL-011644,3559079,3392974.45,7,3392974.450000000000,484710.635714285714,16,2.3333333333333333
CL-025141,3554635.57,3554635.57,5,3554635.570000000000,710927.114000000000,19,1.6666666666666667
CL-008631,3552954.3,3663558.37,39,3663558.370000000000,93937.394102564103,87,13.0000000000000000
CL-004714,3551398.74,3551398.74,7,3551398.740000000000,507342.677142857143,5,2.3333333333333333
CL-010767,3548916.74,3517837.57165219,16,3517837.571652190000,219864.848228261875,36,5.3333333333333333
CL-009958,3548255.51,3548255.51,6,3548255.510000000000,591375.918333333333,5,2.0000000000000000
CL-024452,3547898,3553686,5,3553686.000000000000,710737.200000000000,4,1.6666666666666667
CL-035464,3539749.73,3539749.73,6,3539749.730000000000,589958.288333333333,8,2.0000000000000000
CL-062326,3533813.05,3577904.06,45,3577904.060000000000,79508.979111111111,67,15.0000000000000000
CL-039463,3532587.87,3478102.33,38,3478102.330000000000,91529.008684210526,76,12.6666666666666667
CL-023490,3532519.9,3532519.9,2,3532519.900000000000,1766259.950000000000,4,0.66666666666666666667
CL-048813,3528004.72,3528004.72,5,3528004.720000000000,705600.944000000000,2,1.6666666666666667
CL-004862,3520866.67,3520866.68,3,3520866.680000000000,1173622.226666666667,2,1.00000000000000000000
CL-017093,3518085.89,3281353.6,6,3281353.600000000000,546892.266666666667,9,2.0000000000000000
CL-016625,3517706.07,3517706.06,14,3517706.060000000000,251264.718571428571,26,4.6666666666666667
CL-008129,3517280.16,3517280.16,2,3517280.160000000000,1758640.080000000000,2,0.66666666666666666667
CL-001618,3513597.34,3481391.74,7,3481391.740000000000,497341.677142857143,24,2.3333333333333333
CL-004161,3509396.84,3516948.69,7,3516948.690000000000,502421.241428571429,8,2.3333333333333333
CL-001669,3509382.36,3509382.36,6,3509382.360000000000,584897.060000000000,14,2.0000000000000000
CL-019726,3508408.33,3603090.73,5,3603090.730000000000,720618.146000000000,6,1.6666666666666667
CL-000251,3507450,3507450,1,3507450.000000000000,3507450.000000000000,1,0.33333333333333333333
CL-002874,3506230.87,3506230.87,4,3506230.870000000000,876557.717500000000,2,1.3333333333333333
CL-023188,3504657.73,3504657.73,4,3504657.730000000000,876164.432500000000,4,1.3333333333333333
CL-021331,3499114.547,4200944.13,16,4200944.130000000000,262559.008125000000,141,5.3333333333333333
CL-030798,3494485.6,3351627.6,6,3351627.600000000000,558604.600000000000,9,2.0000000000000000
CL-004091,3490346.66,3490346.66,4,3490346.660000000000,872586.665000000000,4,1.3333333333333333
CL-002631,3488655.81,3361485.84,10,3361485.840000000000,336148.584000000000,16,3.3333333333333333
CL-036895,3479532.19,3337388.48,7,3337388.480000000000,476769.782857142857,10,2.3333333333333333
CL-055315,3466480.523,3443182.15,6,3443182.150000000000,573863.691666666667,19,2.0000000000000000
CL-047516,3465970.35,3389977.19,24,3389977.190000000000,141249.049583333333,32,8.0000000000000000
CL-012292,3463632.94,3501458.37,5,3501458.370000000000,700291.674000000000,3,1.6666666666666667
CL-026601,3461082.04,3461009.91,11,3461009.910000000000,314637.264545454545,43,3.6666666666666667
CL-018920,3456353.36,3456353.36,7,3456353.360000000000,493764.765714285714,5,2.3333333333333333
CL-023875,3454569.89,2909324.29,25,2909324.290000000000,116372.971600000000,91,8.3333333333333333
CL-028646,3451821.36,3451821.36,4,3451821.360000000000,862955.340000000000,14,1.3333333333333333
CL-018228,3450559.42,3247452.06474556,5,3247452.064745560000,649490.412949112000,5,1.6666666666666667
CL-043067,3448139.25,3393347.64,10,3393347.640000000000,339334.764000000000,26,3.3333333333333333
CL-046883,3443040.12,3443040.12,3,3443040.120000000000,1147680.040000000000,6,1.00000000000000000000
CL-023151,3442677.55,3441242.75,4,3441242.750000000000,860310.687500000000,8,1.3333333333333333
CL-017588,3442579.24,3400696.24,11,3400696.240000000000,309154.203636363636,12,3.6666666666666667
CL-035059,3442196.26,3442196.26,6,3442196.260000000000,600185.275000000000,9,2.0000000000000000
CL-020670,3439332.63,3439332.63,5,3439332.630000000000,687866.526000000000,16,1.6666666666666667
CL-001422,3436012.73,3454779.5,20,3454779.500000000000,172738.975000000000,38,6.6666666666666667
CL-001327,3433317.95,3791556.67,9,3791556.670000000000,421284.074444444444,11,3.0000000000000000
CL-001922,3432081.19,3432081.19,6,3432081.190000000000,572013.531666666667,8,2.0000000000000000
CL-019903,3428151.48,6266508.07432289,5,6266508.074322890000,1253301.614864578000,60,1.6666666666666667
CL-035090,3426489.78,3426489.78,3,3426489.780000000000,1142163.260000000000,4,1.00000000000000000000
CL-021873,3425832.35,3512665.51,8,3512665.510000000000,439083.188750000000,25,2.6666666666666667
CL-037732,3424085.5,3419801.95,8,3419801.950000000000,427475.243750000000,8,2.6666666666666667
CL-031230,3423778.53,3349131.12,3,3349131.120000000000,1116377.040000000000,9,1.00000000000000000000
CL-003108,3422014.39,3425107.61,4,3425107.610000000000,856276.902500000000,9,1.3333333333333333
CL-009431,3419216.734,3419216.73,4,3419216.730000000000,854804.182500000000,3,1.3333333333333333
CL-063586,3417971.61,3417971.62,7,3417971.620000000000,488281.660000000000,35,2.3333333333333333
CL-020328,3415029.54,4657410.42,10,4657410.420000000000,465741.042000000000,7,3.3333333333333333
CL-020334,3413325.07,3210971.41,4,3210971.410000000000,802742.852500000000,55,1.3333333333333333
CL-021448,3408639.54,3235164.93,12,3235164.930000000000,269597.077500000000,78,4.0000000000000000
CL-047410,3408044.63,3365683.31,47,3365683.310000000000,71610.283191489362,63,15.6666666666666667
CL-056614,3404985.94,3365261.74,12,3365261.740000000000,280438.478333333333,49,4.0000000000000000
CL-026614,3404764.33,3404764.32,6,3404764.320000000000,567460.720000000000,10,2.0000000000000000
CL-052509,3402510.99,3041475.24,3,3041475.240000000000,1013825.080000000000,12,1.00000000000000000000
CL-000846,3397731.66,3397731.66,5,3397731.660000000000,679546.332000000000,3,1.6666666666666667
CL-061776,3397386.45,3397386.45,8,3397386.450000000000,424673.306250000000,14,2.6666666666666667
CL-035727,3394054.33,3362149.13,13,3362149.130000000000,258626.856153846154,30,4.3333333333333333
CL-054905,3393400,3393400,1,3393400.000000000000,3393400.000000000000,4,0.33333333333333333333
CL-048038,3393062.13,3344523.32,17,3344523.320000000000,196736.665882352941,58,5.6666666666666667
CL-024353,3391396.65,3425069.61,6,3425069.610000000000,570844.935000000000,6,2.0000000000000000
CL-046971,3390147.29,3390147.29,3,3390147.290000000000,1130049.096666666667,1,1.00000000000000000000
CL-019520,3388796.05,3310292.45,5,3310292.450000000000,662058.490000000000,12,1.6666666666666667
CL-017230,3386644.8,3104644.8,14,3104644.800000000000,225434.342857142857,14,4.6666666666666667
CL-065562,3383090.42,3383090.42,1,3383090.420000000000,3383090.420000000000,4,0.33333333333333333333
CL-050600,3376899.77,3372728.01,4,3372728.010000000000,843182.002500000000,12,1.3333333333333333
CL-018850,3376071.27,3376071.27,2,3376071.270000000000,1688035.635000000000,3,0.66666666666666666667
CL-022596,3369736.05,3369736.3,3,3369736.300000000000,1123245.433333333333,2,1.00000000000000000000
CL-024279,3368792.85,3368792.84,6,3368792.840000000000,561465.473333333333,6,2.0000000000000000
CL-003029,3367668.03,3198757.09,4,3198757.090000000000,799689.272500000000,34,1.3333333333333333
CL-039325,3366564.11,3366564.11,3,3366564.110000000000,1122188.036666666667,5,1.00000000000000000000
CL-005037,3365763.99,3310883.19,6,3310883.190000000000,551813.865000000000,21,2.0000000000000000
CL-044749,3365306.09981094,4429941.38,47,4429941.380000000000,94254.071914893617,82,15.6666666666666667
CL-043251,3364089.22,3364089.21,4,3364089.210000000000,841022.302500000000,8,1.3333333333333333
CL-061557,3362711.06,3349956.25,5,3349956.250000000000,669991.250000000000,8,1.6666666666666667
CL-002268,3361524.52,3361524.52,7,3361524.520000000000,480217.788571428571,19,2.3333333333333333
CL-017450,3360265.24,3360265.24,10,3360265.240000000000,336026.524000000000,9,3.3333333333333333
CL-015663,3360036.61,3360036.61,21,3360036.610000000000,160001.743333333333,16,7.0000000000000000
CL-005453,3357291.5984,3391816.94,3,3391816.940000000000,1130605.646666666667,17,1.00000000000000000000
CL-000125,3353367.695,3203703.37,6,3203703.370000000000,533950.561666666667,28,2.0000000000000000
CL-021869,3351439.14,3351439.12,5,3351439.120000000000,670287.824000000000,8,1.6666666666666667
CL-051195,3349288.4,3349288.4,6,3349288.400000000000,558214.733333333333,2,2.0000000000000000
CL-030633,3339014.03,3082300.67,11,3082300.670000000000,280209.151818181818,40,3.6666666666666667
CL-020236,3335377.28,3335377.48,8,3335377.480000000000,416922.185000000000,13,2.6666666666666667
CL-046256,3331719.93,3209276.31776227,49,3209276.317762270000,65495.435056372857,95,16.3333333333333333
CL-055444,3326722.41,3095931.23,9,3095931.230000000000,343992.358888888889,47,3.0000000000000000
CL-044913,3321145.5,3328107.84,10,3328107.840000000000,332810.784000000000,7,3.3333333333333333
CL-058962,3320366.69,3320366.69,2,3320366.690000000000,1660183.345000000000,3,0.66666666666666666667
CL-042006,3320240.36,3284654.84,3,3284654.840000000000,1094884.946666666667,5,1.00000000000000000000
CL-018466,3317636.32,3317636.32,4,3317636.320000000000,829409.080000000000,1,1.3333333333333333
CL-000435,3312933.23,3555295.53,5,3555295.530000000000,711059.106000000000,5,1.6666666666666667
CL-065315,3310529.1,3310529.1,1,3310529.100000000000,3310529.100000000000,2,0.33333333333333333333
CL-004845,3309129.2,3300987.79,8,3300987.790000000000,412623.473750000000,28,2.6666666666666667
CL-049723,3304351.32,3223394.79836081,3,3223394.798360810000,1074464.932786936667,19,1.00000000000000000000
