Tul Code,Ordenado,Delivered,Orders,ACV,AOV,Sku's,Freq
CL-051555,831861.71,831861.71,4,831861.710000000000,207965.427500000000,8,1.3333333333333333
CL-027400,831333.85,745710.35,3,745710.350000000000,248570.116666666667,5,1.00000000000000000000
CL-001798,831228.6,729228.6,5,729228.600000000000,145845.720000000000,11,1.6666666666666667
CL-003801,831141.95,831141.95,2,831141.950000000000,415570.975000000000,5,0.66666666666666666667
CL-028356,830852.06,748373.22,11,748373.220000000000,68033.929090909091,18,3.6666666666666667
CL-056322,829593,556483,2,556483.000000000000,278241.500000000000,4,0.66666666666666666667
CL-009385,829264.89,826866.96,6,826866.960000000000,137811.160000000000,20,2.0000000000000000
CL-039676,829261.43,829261.43,5,829261.430000000000,165852.286000000000,6,1.6666666666666667
CL-017548,829126.69,829126.69,2,829126.690000000000,414563.345000000000,5,0.66666666666666666667
CL-010001,828571.2,828571.2,4,828571.200000000000,207142.800000000000,6,1.3333333333333333
CL-060717,828005.85,828005.85,1,828005.850000000000,828005.850000000000,13,0.33333333333333333333
CL-017185,827435.18,783187.17,2,783187.170000000000,391593.585000000000,38,0.66666666666666666667
CL-055905,826953,826953,1,826953.000000000000,826953.000000000000,2,0.33333333333333333333
CL-052493,826931.3,822419.3,1,822419.300000000000,822419.300000000000,22,0.33333333333333333333
CL-053006,826773.1,801081.1,2,801081.100000000000,400540.550000000000,11,0.66666666666666666667
CL-046316,826455,826455,2,826455.000000000000,413227.500000000000,1,0.66666666666666666667
CL-044899,826185.82,766990.32,5,766990.320000000000,153398.064000000000,15,1.6666666666666667
CL-044088,825716.52,825716.53,1,825716.530000000000,825716.530000000000,8,0.33333333333333333333
CL-053139,825282.01,813441.14,6,813441.140000000000,135573.523333333333,18,2.0000000000000000
CL-055675,824771.28,824771.28,3,824771.280000000000,274923.760000000000,17,1.00000000000000000000
CL-010061,824686.31,824686.32,14,824686.320000000000,58906.165714285714,41,4.6666666666666667
CL-020331,823381.04,795081.04,4,795081.040000000000,198770.260000000000,8,1.3333333333333333
CL-000311,822677.2,822677.2,5,822677.200000000000,164535.440000000000,7,1.6666666666666667
CL-049471,822598.45,718354.36,4,718354.360000000000,179588.590000000000,9,1.3333333333333333
CL-012654,822453.47,817418.07,13,817418.070000000000,62878.313076923077,36,4.3333333333333333
CL-008157,822377.28,841120.24,2,841120.240000000000,420560.120000000000,5,0.66666666666666666667
CL-011364,821103.43,821103.42,4,821103.420000000000,205275.855000000000,10,1.3333333333333333
CL-021792,820916.62,820916.61,9,820916.610000000000,91212.956666666667,26,3.0000000000000000
CL-004325,820161.36,783606.4,2,783606.400000000000,391803.200000000000,4,0.66666666666666666667
CL-033983,819796.72,819796.72,1,819796.720000000000,819796.720000000000,14,0.33333333333333333333
CL-049249,819318.04,758091.528017324,3,758091.528017324000,252697.176005774667,17,1.00000000000000000000
CL-025301,819289.27,819289.27,1,819289.270000000000,819289.270000000000,6,0.33333333333333333333
CL-062981,818841.48,818841.48,3,818841.480000000000,272947.160000000000,10,1.00000000000000000000
CL-035359,818576.62,813110.01,3,813110.010000000000,271036.670000000000,40,1.00000000000000000000
CL-046481,817997.21,817997.25,3,817997.250000000000,272665.750000000000,5,1.00000000000000000000
CL-041723,817820.4,817820.4,2,817820.400000000000,408910.200000000000,2,0.66666666666666666667
CL-017642,815655.1,815655.1,7,815655.100000000000,116522.157142857143,12,2.3333333333333333
CL-020079,815634.06,815634.06,3,815634.060000000000,271878.020000000000,7,1.00000000000000000000
CL-021668,815306.62,815306.62,4,815306.620000000000,203826.655000000000,5,1.3333333333333333
CL-000308,815013.93,815013.93,8,815013.930000000000,101876.741250000000,11,2.6666666666666667
CL-061860,814874.36,809640.745789646,2,809640.745789646000,404820.372894823000,29,0.66666666666666666667
CL-056603,814664.88,814664.88,3,814664.880000000000,271554.960000000000,9,1.00000000000000000000
CL-014482,814346.58,814346.58,3,814346.580000000000,271448.860000000000,5,1.00000000000000000000
CL-015247,814213.58,802227.04,3,802227.040000000000,267409.013333333333,11,1.00000000000000000000
CL-039394,812851.2,812851.2,1,812851.200000000000,812851.200000000000,1,0.33333333333333333333
CL-022872,812832.79,812832.79,3,812832.790000000000,270944.263333333333,2,1.00000000000000000000
CL-050839,812186,812185.99,3,812185.990000000000,270728.663333333333,7,1.00000000000000000000
CL-011625,811485.61,811485.62,3,811485.620000000000,270495.206666666667,13,1.00000000000000000000
CL-043305,811428.7,811428.7,1,811428.700000000000,811428.700000000000,2,0.33333333333333333333
CL-010809,809944.89,809944.89,8,809944.890000000000,104788.471250000000,10,2.6666666666666667
CL-018168,808800.53,785851.53,13,785851.530000000000,60450.117692307692,8,4.3333333333333333
CL-010227,808560.7646,820369.35,9,820369.350000000000,91152.150000000000,19,3.0000000000000000
CL-022385,808150,808150,4,808150.000000000000,202037.500000000000,4,1.3333333333333333
CL-023486,807092.05,807092.05,2,807092.050000000000,403546.025000000000,16,0.66666666666666666667
CL-014333,806722.56,806722.56,1,806722.560000000000,806722.560000000000,1,0.33333333333333333333
CL-007810,806277,806277,5,806277.000000000000,161255.400000000000,5,1.6666666666666667
CL-001062,805733.4,814119.2,3,814119.200000000000,271373.066666666667,5,1.00000000000000000000
CL-022212,805682.6,805682.6,3,805682.600000000000,268560.866666666667,8,1.00000000000000000000
CL-018113,804907.662,804907.61,3,804907.610000000000,268302.536666666667,4,1.00000000000000000000
CL-017000,804493.8,804493.8,1,804493.800000000000,804493.800000000000,3,0.33333333333333333333
CL-010325,804453.73,773373.73,7,773373.730000000000,110863.104285714286,15,2.3333333333333333
CL-062921,802912.74,802912.74,6,802912.740000000000,133818.790000000000,3,2.0000000000000000
CL-054317,802442,802442,2,802442.000000000000,401221.000000000000,2,0.66666666666666666667
CL-032412,800659,800659,1,800659.000000000000,800659.000000000000,2,0.33333333333333333333
CL-044090,799615.92,799615.92,3,799615.920000000000,266538.640000000000,3,1.00000000000000000000
CL-054799,799517.72,797008.808529495,7,797008.808529495000,113858.401218499286,31,2.3333333333333333
CL-025520,798319.2,798319.2,1,798319.200000000000,798319.200000000000,1,0.33333333333333333333
CL-036737,798304,810908.8,1,810908.800000000000,810908.800000000000,1,0.33333333333333333333
CL-052225,797966.46,777126.46,5,777126.460000000000,155425.292000000000,25,1.6666666666666667
CL-020051,797596.18,701450.18,4,701450.180000000000,175362.545000000000,13,1.3333333333333333
CL-019006,797422.15,797422.14,5,797422.140000000000,159755.228000000000,19,1.6666666666666667
CL-052945,797345.76,797345.76,1,797345.760000000000,797345.760000000000,2,0.33333333333333333333
CL-056815,797107.54,770588.36,7,770588.360000000000,110084.051428571429,9,2.3333333333333333
CL-011236,796243.44,796243.44,2,796243.440000000000,398121.720000000000,4,0.66666666666666666667
CL-005332,796137.75,796137.74,1,796137.740000000000,796137.740000000000,4,0.33333333333333333333
CL-046651,796099.85,746179.85,3,746179.850000000000,248726.616666666667,6,1.00000000000000000000
CL-049900,795720.53,795720.53,5,795720.530000000000,159144.106000000000,5,1.6666666666666667
CL-039018,795720.08,789226.83,8,789226.830000000000,98653.353750000000,40,2.6666666666666667
CL-018428,793556.99,793556.98,6,793556.980000000000,132259.496666666667,12,2.0000000000000000
CL-034786,793360.04,793360.04,2,793360.040000000000,396680.020000000000,2,0.66666666666666666667
CL-037056,793165.49,683793.88,2,683793.880000000000,341896.940000000000,7,0.66666666666666666667
CL-035722,792823.468,795158.12,7,795158.120000000000,113594.017142857143,11,2.3333333333333333
CL-014404,791877.76,783936.77,5,783936.770000000000,156787.354000000000,22,1.6666666666666667
CL-051068,791423.42,791423.42,4,791423.420000000000,197855.855000000000,6,1.3333333333333333
CL-036120,791299.98,791299.98,4,791299.980000000000,197824.995000000000,19,1.3333333333333333
CL-047801,791201.74,790532.74,5,790532.740000000000,158106.548000000000,17,1.6666666666666667
CL-051982,791188.51,791188.51,5,791188.510000000000,158237.702000000000,7,1.6666666666666667
CL-062740,789932,789932,2,789932.000000000000,394966.000000000000,6,0.66666666666666666667
CL-002757,789881.09,724256.81,5,724256.810000000000,148905.967040113600,60,1.6666666666666667
CL-056976,788270.38,775662.13,4,775662.130000000000,193915.532500000000,20,1.3333333333333333
CL-039743,788045.45,788045.45,4,788045.450000000000,197011.362500000000,10,1.3333333333333333
CL-017194,787996.84,787996.84,3,787996.840000000000,262665.613333333333,20,1.00000000000000000000
CL-058886,787810.36,787810.34,7,787810.340000000000,112544.334285714286,19,2.3333333333333333
CL-012652,787514.78,783103.02,4,783103.020000000000,195775.755000000000,8,1.3333333333333333
CL-066772,785833.6,785833.6,2,785833.600000000000,392916.800000000000,3,0.66666666666666666667
CL-059683,785785.3,769258.44,6,769258.440000000000,128209.740000000000,24,2.0000000000000000
CL-015552,785613.72,444645.37,2,444645.370000000000,222322.685000000000,5,0.66666666666666666667
CL-012298,785301.9,785301.9,2,785301.900000000000,392650.950000000000,1,0.66666666666666666667
CL-044476,783891.42,783891.42,1,783891.420000000000,783891.420000000000,2,0.33333333333333333333
CL-064677,783568.26205,655763.74,1,655763.740000000000,655763.740000000000,15,0.33333333333333333333
CL-061944,783520.03,783520.03,3,783520.030000000000,261173.343333333333,6,1.00000000000000000000
CL-000167,782387.4,782387.4,3,782387.400000000000,260795.800000000000,5,1.00000000000000000000
CL-024382,782348.31,811099.36,11,811099.360000000000,73736.305454545455,35,3.6666666666666667
CL-036348,782260.46,744406.76,5,744406.760000000000,148881.352000000000,13,1.6666666666666667
CL-017247,782001.07,782001.07,4,782001.070000000000,195500.267500000000,5,1.3333333333333333
CL-052510,781940.36,781940.36,6,781940.360000000000,130323.393333333333,11,2.0000000000000000
CL-018279,780830.48,780830.48,4,780830.480000000000,195207.620000000000,8,1.3333333333333333
CL-021795,779916.65,779916.65,5,779916.650000000000,155983.330000000000,10,1.6666666666666667
CL-002922,779580.62,779580.61,3,779580.610000000000,259860.203333333333,4,1.00000000000000000000
CL-003739,779172.56,779172.56,1,779172.560000000000,779172.560000000000,1,0.33333333333333333333
CL-042837,778915.73,769519.97,3,769519.970000000000,256506.656666666667,6,1.00000000000000000000
CL-040238,778687.59,778687.59,3,778687.590000000000,259562.530000000000,5,1.00000000000000000000
CL-038015,778081,778081,2,778081.000000000000,389040.500000000000,2,0.66666666666666666667
CL-032240,777439.17,777439.17,3,777439.170000000000,259146.390000000000,8,1.00000000000000000000
CL-018149,777414.89,793794.76,3,793794.760000000000,264598.253333333333,4,1.00000000000000000000
CL-010684,777370.95,777370.95,4,777370.950000000000,194342.737500000000,7,1.3333333333333333
CL-011600,776604.67,776604.67,2,776604.670000000000,388302.335000000000,7,0.66666666666666666667
CL-038734,776297.6,776297.6,2,776297.600000000000,388148.800000000000,4,0.66666666666666666667
CL-018177,774844.32,774844.32,3,774844.320000000000,258281.440000000000,4,1.00000000000000000000
CL-055327,774712.26,774712.25,4,774712.250000000000,193678.062500000000,20,1.3333333333333333
CL-003259,774317.2,774317.2,1,774317.200000000000,774317.200000000000,3,0.33333333333333333333
CL-039733,773898.75,773898.75,4,773898.750000000000,193474.687500000000,12,1.3333333333333333
CL-032163,773732.2,773732.2,1,773732.200000000000,773732.200000000000,2,0.33333333333333333333
CL-002111,773642.4,773642.4,1,773642.400000000000,773642.400000000000,2,0.33333333333333333333
CL-037711,773556.35,773556.35,1,773556.350000000000,773556.350000000000,6,0.33333333333333333333
CL-004926,773538.6,773538.6,3,773538.600000000000,257846.200000000000,6,1.00000000000000000000
CL-053432,773427.02,537127.52,4,537127.520000000000,134281.880000000000,21,1.3333333333333333
CL-013263,773236.5756,746564.55,5,746564.550000000000,149312.910000000000,21,1.6666666666666667
CL-030621,772448.96,772448.96,22,772448.960000000000,35111.316363636364,25,7.3333333333333333
CL-050163,772341,772341,4,772341.000000000000,193085.250000000000,9,1.3333333333333333
CL-050484,771902.95,744201.35,4,744201.350000000000,186050.337500000000,21,1.3333333333333333
CL-002890,770988.99,737758.553835646,22,737758.553835646000,33534.479719802091,39,7.3333333333333333
CL-001160,770902.11,761764.82,20,761764.820000000000,38088.241000000000,48,6.6666666666666667
CL-014409,770685,770685,1,770685.000000000000,770685.000000000000,3,0.33333333333333333333
CL-006434,769941.08,769941.08,4,769941.080000000000,192485.270000000000,13,1.3333333333333333
CL-010258,769802.65,769802.66,1,769802.660000000000,769802.660000000000,4,0.33333333333333333333
CL-002697,769358.87,769358.87,4,769358.870000000000,192339.717500000000,18,1.3333333333333333
CL-050539,768867.5,750031.5,3,750031.500000000000,250010.500000000000,19,1.00000000000000000000
CL-053240,768492.02,749952.68,2,749952.680000000000,374976.340000000000,9,0.66666666666666666667
CL-004742,767242.13,767242.13,9,767242.130000000000,85249.125555555556,19,3.0000000000000000
CL-061900,766605.28,769185.88,4,769185.880000000000,192296.470000000000,21,1.3333333333333333
CL-032112,765806.94,911004.94,6,911004.940000000000,151834.156666666667,6,2.0000000000000000
CL-063654,765315.11,743768.01,7,743768.010000000000,106252.572857142857,14,2.3333333333333333
CL-016639,765256.2,765256.2,2,765256.200000000000,382628.100000000000,2,0.66666666666666666667
CL-054885,765067.152,500209.99,5,500209.990000000000,100378.952673084600,23,1.6666666666666667
CL-049447,763070.43,763070.43,2,763070.430000000000,381535.215000000000,4,0.66666666666666666667
CL-064197,763038.6354,763038.64,2,763038.640000000000,381519.320000000000,27,0.66666666666666666667
CL-029555,762949,762949,3,762949.000000000000,254316.333333333333,3,1.00000000000000000000
CL-054679,762252.4,597595.02,2,597595.020000000000,298797.510000000000,5,0.66666666666666666667
CL-013057,761758.19,761758.19,1,761758.190000000000,761758.190000000000,5,0.33333333333333333333
CL-016414,761686.48,761686.48,4,761686.480000000000,190421.620000000000,4,1.3333333333333333
CL-043207,761382.02,752440.81,1,752440.810000000000,752440.810000000000,34,0.33333333333333333333
CL-029072,760958.14,738624.09,3,738624.090000000000,246208.030000000000,23,1.00000000000000000000
CL-059973,760193.6,754887.7,4,754887.700000000000,188893.811997564250,25,1.3333333333333333
CL-042301,759950.8,725444.9,3,725444.900000000000,241814.966666666667,2,1.00000000000000000000
CL-015627,759555.4672,759555.52,3,759555.520000000000,253185.173333333333,3,1.00000000000000000000
CL-031256,759533.89,752363.89,3,752363.890000000000,250787.963333333333,7,1.00000000000000000000
CL-007887,758519.74,758519.74,5,758519.740000000000,151703.948000000000,13,1.6666666666666667
CL-016401,758140.52,758140.52,2,758140.520000000000,379070.260000000000,6,0.66666666666666666667
CL-018847,757718.8,5423218.8,3,5423218.800000000000,1807739.600000000000,4,1.00000000000000000000
CL-009153,756866.28,756866.28,2,756866.280000000000,378433.140000000000,2,0.66666666666666666667
CL-005325,756815.9,687926.1,3,687926.100000000000,1110929.418352490000,13,1.00000000000000000000
CL-010425,756635.58,691142.58,1,691142.580000000000,691142.580000000000,5,0.33333333333333333333
CL-013838,755539.67,755539.67,2,755539.670000000000,377769.835000000000,4,0.66666666666666666667
CL-017306,755036.63,755036.63,4,755036.630000000000,188759.157500000000,6,1.3333333333333333
CL-013231,754956.86,754956.86,5,754956.860000000000,150991.372000000000,6,1.6666666666666667
CL-043272,753259,753259,3,753259.000000000000,251086.333333333333,5,1.00000000000000000000
CL-051446,752411.59,752411.59,18,752411.590000000000,41800.643888888889,18,6.0000000000000000
