Uuid,Ordenado,Delivered,Orders,ACV,AOV,Sku's,Sku's x Order,Freq
1df86234-1fcb-441c-a930-403d7877af88,52918797.2589452,38431190.2480105,105,38431190.248010500000,366416.596423480952,214,2.03809523809523809524,35.0000000000000000
57b9cda4-4f2f-4559-acb9-5806b6fc57fb,52796907.0755176,48097860.7119678,91,48097860.711967800000,528547.919911734066,186,2.04395604395604395604,30.3333333333333333
743970a0-9335-4bd1-a039-b4222e4e9506,52754665.5086473,42117695.616316,37,42117695.616316000000,1138316.097738270270,25,0.67567567567567567568,12.3333333333333333
a408fda1-4e4e-4dc1-984f-8d82a76ca77d,52739538.95772,48824212.0742535,24,48824212.074253500000,2034342.169760562500,24,1.00000000000000000000,8.0000000000000000
d53e7489-8d5f-43e9-83f1-dbcc2f075b0a,52636410.3668841,39002345.426641,43,39002345.426641000000,907031.288991651163,99,2.30232558139534883721,14.3333333333333333
37f5149e-d86f-4b5f-8a8d-0f1f5977542d,52593165.977705,48532956.28135,26,48532956.281350000000,1866652.164667307692,24,0.92307692307692307692,8.6666666666666667
2f70b2b4-a24c-48cd-bb27-038dac6b232d,52586392.695256,49490487.487211,98,49490487.487211000000,505004.974359295918,224,2.28571428571428571429,32.6666666666666667
2eee8562-d2c0-4ff4-9c7e-a7868bf3e7b2,52519338.7121019,50891856.5321019,36,50891856.532101900000,1413662.681447275000,35,0.97222222222222222222,12.0000000000000000
6f043aaa-f4eb-4bf0-9471-e25c3378ad14,52415085.636588,43186904.6980765,51,43186904.698076500000,846802.052903460784,168,3.29411764705882352941,17.0000000000000000
1b2ee20d-7267-466e-a5c6-459c0f71165f,52400333.7742,50442693.5568702,19,50442693.556870200000,2654878.608256326316,12,0.63157894736842105263,6.3333333333333333
bce3f54d-8dad-4410-8b01-5a4fad1da74c,52392556.9484545,48635585.4553093,96,48635585.455309300000,506620.681826138542,293,3.05208333333333333333,32.0000000000000000
8ab4ff44-6b31-42c2-a938-e2b19751f916,52288239.1544,40211304.1544,20,40211304.154400000000,2010565.207720000000,14,0.70000000000000000000,6.6666666666666667
44fa85f1-5f27-4020-9331-6ad86b5452eb,52254576.3860189,41933376.9332475,76,41933376.933247500000,551754.959647993421,118,1.55263157894736842105,25.3333333333333333
190636ee-ea52-4a64-a860-3cfd8406146f,52240147.44,42522907.15,37,42522907.150000000000,1149267.760810810811,21,0.56756756756756756757,12.3333333333333333
be5bc4c0-874c-4082-83fb-0c4492816b18,52233615.78,47371478.06,31,47371478.060000000000,1528112.195483870968,16,0.51612903225806451613,10.3333333333333333
fd521c3f-934d-4385-85fe-875f7ef3c11c,52166391.5683984,30877314.6198449,94,30877314.619844900000,328482.070423881915,25,0.26595744680851063830,31.3333333333333333
b9bf7c93-3180-4aaf-8c29-fe74a9532acd,52159092.2572014,41809510.2909141,74,41809510.290914100000,564993.382309650000,52,0.70270270270270270270,24.6666666666666667
62c03719-7342-4d60-9ed5-4caa7f0a5bf5,52107530.1863084,46435480.8682139,55,46435480.868213900000,844281.470331161818,163,2.96363636363636363636,18.3333333333333333
1e999329-e97a-43c1-ab47-a18264d6e0d9,52031464.755795,43620894.4937868,65,43620894.493786800000,671090.684519796923,40,0.61538461538461538462,21.6666666666666667
e85b2317-f5c2-42a6-bb8f-49716d397798,51920421.0008763,35775307.3829413,143,35775307.382941300000,250176.974705883217,94,0.65734265734265734266,47.6666666666666667
c7e26c5d-7c50-4588-9779-7a784161854e,51864670.0820144,50117138.685243,26,50117138.685243000000,1927582.257124730769,40,1.53846153846153846154,8.6666666666666667
780c01a9-020e-4872-b985-bc0a045fd591,51846414.712,37304877.942,50,37304877.942000000000,746097.558840000000,20,0.40000000000000000000,16.6666666666666667
3fa82e09-96aa-4740-827b-c6901b2cf957,51811952.91096,48742705.8603,44,48742705.860300000000,1107788.769552272727,14,0.31818181818181818182,14.6666666666666667
ec56c65d-40af-45ef-8f56-24f3f24ff038,51796034.4070832,44364472.2626997,94,44364472.262699700000,471962.470879784043,75,0.79787234042553191489,31.3333333333333333
f437ce5d-06dc-412a-bf9e-bfbda35da024,51767604.6989475,47782717.1350791,54,47782717.135079100000,884865.132131094444,51,0.94444444444444444444,18.0000000000000000
fe703c5c-4d2a-4184-abf8-a3b0c854a11b,51713125.3811233,47623775.7741887,104,47623775.774188700000,457920.920905660577,59,0.56730769230769230769,34.6666666666666667
45ab3b66-002d-483f-ae95-9850c1cf9e3e,51693703.7321226,44891107.6204009,281,44891107.620400900000,159754.831389327046,242,0.86120996441281138790,93.6666666666666667
dc4a9fd0-1ad1-4648-85ca-babd98b6b9d3,51689573.1735609,46036891.5596298,29,46036891.559629800000,1593010.639987234483,22,0.75862068965517241379,9.6666666666666667
bbe8a97f-5f15-42f3-ad57-7eae1b83b416,51684913.1343528,43159825.6080445,148,43159825.608044500000,291620.443297597973,208,1.40540540540540540541,49.3333333333333333
e70b3281-ef5b-418c-a45a-90c3f98dffd6,51621581.79633,47260913.32033,35,47260913.320330000000,1350311.809152285714,44,1.25714285714285714286,11.6666666666666667
67858886-9c6e-4a8b-8e25-4a425ce38299,51606790.057,24944946.28,17,24944946.280000000000,1467349.781176470588,12,0.70588235294117647059,5.6666666666666667
4d92a1f7-0f5a-4c3c-8bc9-800f8ea466f3,51605152.8403655,24931379.4226526,109,24931379.422652600000,228728.251583968807,125,1.14678899082568807339,36.3333333333333333
90e35b52-1daa-41a3-a9e8-f0a027ff5921,51593515.2060333,50847720.8153101,33,50847720.815310100000,1540840.024706366667,26,0.78787878787878787879,11.0000000000000000
70ea3dd6-0531-46c8-8364-e5f3ccedc795,51579245.1164,50528808.8252664,13,50528808.825266400000,3886831.448097415385,10,0.76923076923076923077,4.3333333333333333
47a25c40-9699-496f-bfe4-d26b1106d567,51550665.4804407,36204969.7297491,87,36204969.729749100000,416149.077353437931,138,1.58620689655172413793,29.0000000000000000
9be909fc-ebfa-4666-9e2b-e02b3edc8f89,51398283.4096022,46781173.2017448,47,46781173.201744800000,995344.110675421277,70,1.48936170212765957447,15.6666666666666667
c86bbda6-f83d-491a-a7a3-1ac0fe1ae79c,51337661.2960399,51428306.9549771,120,51428306.954977100000,430302.801638697500,133,1.10833333333333333333,40.0000000000000000
abfa9d24-f490-4305-a67a-6c19a1fccb14,51266311.7533766,47903515.3468484,107,47903515.346848400000,447696.405110732710,182,1.70093457943925233645,35.6666666666666667
ef52f109-b8c7-4c5d-bc49-9ed289fe49d1,51177270.5084132,46674477.1373135,37,46674477.137313500000,1261472.355062527027,28,0.75675675675675675676,12.3333333333333333
77a0976d-7809-43d4-a255-c533bdc5a85b,51152946.6796133,49075001.7587333,43,49075001.758733300000,1141279.110668216279,34,0.79069767441860465116,14.3333333333333333
d9200657-9a17-4974-bea7-75933131919c,51131636.714537,42683577.3284141,142,42683577.328414100000,300588.572735310563,186,1.30985915492957746479,47.3333333333333333
cadc6f96-445e-4e78-b1b0-adb57eaf5b58,51109814.0775981,49446521.6791425,203,49446521.679142500000,243814.607680505419,373,1.83743842364532019704,67.6666666666666667
a71feef5-1049-4a78-a930-26226caaa62a,51064776.883617,53101643.7063629,43,53101643.706362900000,1234921.946659602326,43,1.00000000000000000000,14.3333333333333333
dfc260c5-0be2-4d5c-8d4e-7ca8e0dc39cb,51015865.9583491,48000226.5613501,59,48000226.561350100000,813563.162056781356,73,1.23728813559322033898,19.6666666666666667
7bb83bad-c8f0-4ba5-b28a-198c326d735e,50998702.6767455,49460345.5836279,72,49460345.583627900000,686949.244217054167,57,0.79166666666666666667,24.0000000000000000
f6d2eab2-9f4d-476a-81f0-7ab01585e735,50965482.1029387,42075443.1473107,55,42075443.147310700000,765008.057223830909,227,4.12727272727272727273,18.3333333333333333
fc8bb0d9-fcbd-415f-85b5-ad07b636f621,50890628.4141716,30267760.5353042,68,30267760.535304200000,445114.125519179412,93,1.36764705882352941176,22.6666666666666667
7c8069c1-79b7-42e2-a25b-9bdc14d901c8,50872425.24894,39763996.1865418,98,39763996.186541800000,405755.063127977551,13,0.13265306122448979592,32.6666666666666667
54b90f6d-f0ef-47a5-8211-018a4ac3451c,50806527.5062504,41276127.332044,77,41276127.332044000000,536053.601714857143,138,1.79220779220779220779,25.6666666666666667
484f2cbc-9056-4cc0-852f-3b1e505c87c3,50744855.4679994,50494294.6103095,10,50494294.610309500000,5049429.461030950000,16,1.60000000000000000000,3.3333333333333333
61cb9e3c-412a-4029-aa73-6d4205527652,50730447.1629625,42259368.5115997,101,42259368.511599700000,422593.685115997000,130,1.28712871287128712871,33.6666666666666667
934f103d-18da-49ba-88fd-a7136b580c48,50695304.458,39489845.22,11,39489845.220000000000,3589985.929090909091,13,1.18181818181818181818,3.6666666666666667
54231d2b-24f9-4d7f-874d-c80db2ff77f6,50477104.5587555,41121777.8515027,281,41121777.851502700000,146340.846446628826,237,0.84341637010676156584,93.6666666666666667
7e80182b-92b1-49f7-82e0-19c75b3dc515,50341158.3386792,41980532.8378239,215,41980532.837823900000,195277.062036390233,247,1.14883720930232558140,71.6666666666666667
53dd233f-3074-42b4-8c16-dec0106dfb6a,50227225.9289792,46773410.6787616,216,46773410.678761600000,216636.025240142593,199,0.92129629629629629630,72.0000000000000000
c39ed7bc-0c35-4d6d-8e48-c3c907064cdf,50217309.3655156,47702487.8000358,132,47702487.800035800000,361382.483333604545,148,1.12121212121212121212,44.0000000000000000
e900451c-43bf-43f8-b8af-c42d44ef61fc,50145794.9115239,48494594.1001657,110,48494594.100165700000,441328.473637870000,218,1.98181818181818181818,36.6666666666666667
63eb8b04-69e1-490d-a91f-150e5555d90c,50029264.5022095,38461364.6370561,89,38461364.637056100000,432150.164461304494,251,2.82022471910112359551,29.6666666666666667
8a8d32e8-9c4b-4b8a-ae5e-b714c054bbfa,50005922.148,43186831.166,38,43186831.166000000000,1136495.557000000000,36,0.94736842105263157895,12.6666666666666667
6f49dd85-798a-44e4-8e59-c98bccbc681e,49989573.7193118,43978213.8750223,38,43978213.875022300000,1157321.417763744737,77,2.02631578947368421053,12.6666666666666667
1e2eaaf4-7c2d-4140-93fc-3310523dbaf3,49967043.5601109,45133224.6424141,196,45133224.642414100000,230311.860420480102,121,0.61734693877551020408,65.3333333333333333
d1a2bdc4-c20d-4449-94b5-0d344872dbb3,49925606.1704287,37084569.1495382,197,37084569.149538200000,188246.543906285279,93,0.47208121827411167513,65.6666666666666667
92edcdf7-83f8-4908-b48d-314f5f614a69,49898458.02,16254572.6970771,56,16254572.697077100000,290260.226733519643,21,0.37500000000000000000,18.6666666666666667
6281f6e1-0d2b-43a3-985a-c2ceaee489be,49892917.0312,33879247.456,18,33879247.456000000000,1882180.414222222222,32,1.77777777777777777778,6.0000000000000000
0a984b7f-9a72-4ebb-bc79-7af5077ccadf,49800648.870817,41942259.2122675,69,41942259.212267500000,607858.829163297101,39,0.56521739130434782609,23.0000000000000000
9d22bd22-5dac-4139-991a-cb4ddf467a23,49768799.940984,33603520.8339135,95,33603520.833913500000,353721.271935931579,93,0.97894736842105263158,31.6666666666666667
ee5e6890-11c4-4617-b7e4-836a61aee142,49671808.5803534,25447810.1465076,103,25447810.146507600000,247066.117927258252,49,0.47572815533980582524,34.3333333333333333
fe2921a1-dfe3-4aa5-80e5-1268438e6869,49657475.7320739,33226804.4320739,34,33226804.432073900000,977258.953884526471,15,0.44117647058823529412,11.3333333333333333
ebca0c47-3e39-4699-8940-f4bc895b7047,49624293.6215495,17620620.8380524,95,17620620.838052400000,185480.219347920000,45,0.47368421052631578947,31.6666666666666667
21c38c44-4422-413b-b1fc-193c0e9a7bc3,49604000.7861474,42359225.6917849,67,42359225.691784900000,632227.249131117910,44,0.65671641791044776119,22.3333333333333333
0dc5f927-703c-4986-a35b-74134c2d3bfe,49583535.7385731,43143606.9291766,112,43143606.929176600000,385210.776153362500,112,1.00000000000000000000,37.3333333333333333
ff27a4c7-cabf-4169-86ad-fa7d8307395f,49583438.7991689,46465171.3829403,90,46465171.382940300000,516286.364727347778,59,0.65555555555555555556,30.0000000000000000
a15031ab-f27e-4a71-a0a8-38ff4ff72554,49552550.8862612,28670503.5925641,48,28670503.592564100000,597302.158178418750,52,1.08333333333333333333,16.0000000000000000
057ea1c2-5079-4fab-b55d-eac084297964,49388108.8254,43456404.364857,15,43456404.364857000000,2897093.624323800000,26,1.73333333333333333333,5.0000000000000000
f6527968-b970-4b87-961c-fc0fc79af595,49355608.32415,44594014.4418,70,44594014.441800000000,637057.349168571429,109,1.55714285714285714286,23.3333333333333333
262dd2aa-fed0-4e2a-b5d6-5bc6a2aa5fd7,49332576.2562355,35692732.4499,49,35692732.449900000000,728423.111222448980,25,0.51020408163265306122,16.3333333333333333
51938e1f-1afe-4694-8528-b78c3678571a,49322625.544499,36539716.063563,57,36539716.063563000000,641047.650237947368,79,1.38596491228070175439,19.0000000000000000
214f2766-357b-4981-be7b-f332872427cb,49291162.76515,33393576.09044,23,33393576.090440000000,1452191.264801739130,42,1.82608695652173913043,7.6666666666666667
fce033f6-9309-417f-953d-3edc79338e6d,49276697.9865771,46272230.9688589,152,46272230.968858900000,304422.572163545395,331,2.17763157894736842105,50.6666666666666667
d0caa21d-518c-4040-a5a7-3dd2bedc4589,49215321.0207596,45979506.2365016,305,45979506.236501600000,150752.607332792131,452,1.48196721311475409836,101.6666666666666667
0a784977-dab6-4a17-91ba-6e268745b8e1,49195004.8665,47506916.098,44,47506916.098000000000,1079702.638590909091,49,1.11363636363636363636,14.6666666666666667
007d3855-b0c1-4c5a-9b5b-019e109d588a,49178514.5904468,30795927.1637219,50,30795927.163721900000,616684.937795204000,62,1.24000000000000000000,16.6666666666666667
e107886a-3216-40d9-9090-4235e5cc515e,48938220.3399788,42149096.4574779,31,42149096.457477900000,1359648.272821867742,46,1.48387096774193548387,10.3333333333333333
92c75b24-3e71-4107-9985-ccf36065d348,48895903.758349,37271417.0937355,101,37271417.093735500000,369023.931621143564,75,0.74257425742574257426,33.6666666666666667
066077ac-ee02-41fd-a51f-ae726c2ba2f9,48858354.786592,43267441.7344,35,43267441.734400000000,1236212.620982857143,20,0.57142857142857142857,11.6666666666666667
5e3aac8c-5483-49f2-b620-87e2bc2f674c,48815012.794544,43909650.5717,187,43909650.571700000000,234810.965624064171,290,1.55080213903743315508,62.3333333333333333
2177550e-f530-43c6-a28d-e6e00518a3f8,48810113.4096135,38401786.9282359,46,38401786.928235900000,834821.454961650000,49,1.06521739130434782609,15.3333333333333333
15e12feb-a49d-45ef-bade-5d6a013c05ad,48803225.2516419,43252249.4201735,124,43252249.420173500000,348808.463065915323,60,0.48387096774193548387,41.3333333333333333
ea3f6791-dada-44c7-be76-03d8947ecc14,48773277.6049431,42683519.4184031,57,42683519.418403100000,748833.674007071930,47,0.82456140350877192982,19.0000000000000000
e9687eef-b1b9-4c69-9dea-b2a27f2a4ab9,48766412.15454,29993712.3061631,24,29993712.306163100000,1249738.012756795833,31,1.29166666666666666667,8.0000000000000000
e840b8e3-4566-4d50-8cc4-0aa856f13b9d,48738522.4912925,43148913.3036164,176,43148913.303616400000,245164.280134184091,211,1.19886363636363636364,58.6666666666666667
9d8bfe88-7fcc-4eb3-8277-9caca312fd35,48726407.9642958,34043728.685618,10,34043728.685618000000,3469946.446561800000,16,1.60000000000000000000,3.3333333333333333
9496dd47-29c1-4850-993b-ec3956fcaf92,48715182.65,35953696.65,43,35953696.650000000000,836132.480232558140,21,0.48837209302325581395,14.3333333333333333
9206d113-9db9-485c-9fb5-c2cd9a91a86e,48600251.41,45154285.9007263,18,45154285.900726300000,2508571.438929238889,27,1.50000000000000000000,6.0000000000000000
14634027-fee1-4ea9-bc3a-560a62676682,48534163.5624,39465376.7226,40,39465376.722600000000,986733.813065000000,49,1.22500000000000000000,13.3333333333333333
dd86f584-beda-4a2e-90bf-1081123d6447,48533336.4864157,46711630.0679431,74,46711630.067943100000,631568.575512744595,130,1.75675675675675675676,24.6666666666666667
ca9463bb-137a-484c-a05b-eddcbfc1efe0,48518973.8431455,46701713.8445454,29,46701713.844545400000,1610403.925673979310,86,2.96551724137931034483,9.6666666666666667
f9d05433-3347-48a2-8588-f9e833c2557f,48479689.5296566,41210587.2869881,95,41210587.286988100000,433795.655652506316,48,0.50526315789473684211,31.6666666666666667
d5d3a03c-b5d7-48bb-b060-37cc2d4209fd,48471897.5382,33106539.7270632,105,33106539.727063200000,315300.378352982857,36,0.34285714285714285714,35.0000000000000000
40b396e4-bf01-4810-a329-c51bd7a50dc4,48465729.625483,39727385.4300692,56,39727385.430069200000,709417.596965521429,161,2.87500000000000000000,18.6666666666666667
beb4b096-5ed3-451f-a027-eec58a37abea,48384096.6706815,38843046.9619989,42,38843046.961998900000,924834.451476164286,39,0.92857142857142857143,14.0000000000000000
1938555e-abf4-46a3-a873-39cc73ad5eef,48323725.718116,37918762.5672453,12,37918762.567245300000,3159896.880603775000,32,2.66666666666666666667,4.0000000000000000
b2f5bfa1-e0eb-41a6-ab1c-6732365cca12,48321963.6063695,38445490.415558,146,38445490.415558000000,263325.276818890411,77,0.52739726027397260274,48.6666666666666667
3de5f2e8-fe05-453f-ab0c-e5b3f8f48c59,48290848.1816563,45402597.442496,61,45402597.442496000000,744304.876106491803,78,1.27868852459016393443,20.3333333333333333
b22b9b94-9ca7-480b-a2a9-169314d714fd,48213580.876,47470824.652,9,47470824.652000000000,5274536.072444444444,13,1.44444444444444444444,3.0000000000000000
37376b9f-36a6-4a0a-9195-22d594ff39c5,48188954.398612,44739378.0711115,74,44739378.071111500000,604586.190150155405,184,2.48648648648648648649,24.6666666666666667
4834093f-5c6a-43f2-b26e-fb7bc4ee4734,48117892.6953998,42924605.9554459,49,42924605.955445900000,876012.366437671429,75,1.53061224489795918367,16.3333333333333333
7a940086-ab08-4e41-ad43-89c5bc7a5f46,48079569.4702644,44931153.3378154,44,44931153.337815400000,1021162.575859440909,30,0.68181818181818181818,14.6666666666666667
841a9b65-4b8f-407b-bce0-c8de92b4c430,48059670.85,40768255.25,30,40768255.250000000000,1358941.841666666667,33,1.10000000000000000000,10.0000000000000000
302196ed-4329-49ea-a8c0-b4c4d8541091,48014355.7433,42698293.755,33,42698293.755000000000,1293887.689545454545,14,0.42424242424242424242,11.0000000000000000
b6eb51b5-6f82-457b-a6b8-13d4b6d9dd15,47928360.0113539,40725860.8884303,107,40725860.888430300000,380615.522321778505,474,4.42990654205607476636,35.6666666666666667
d5cefa26-ebe1-4023-9369-9e96611b9d32,47927560.6341293,46296268.1611005,48,46296268.161100500000,964505.586689593750,58,1.20833333333333333333,16.0000000000000000
929e8015-345c-4709-81c8-f81a7ef2a0c7,47801408.512,37866771.684,64,37866771.684000000000,591734.698187500000,26,0.40625000000000000000,21.3333333333333333
0469de52-1a81-4c27-bc05-707eee64ed00,47799124.63444,46744796.82765,60,46744796.827650000000,779079.947127500000,30,0.50000000000000000000,20.0000000000000000
285b1fc9-3334-4bf3-bec6-b95ea1e84432,47749284.7225933,45527711.6845333,25,45527711.684533300000,1821108.467381332000,28,1.12000000000000000000,8.3333333333333333
7ea6bf8d-e123-4ede-8056-0a55cfe505ce,47723729.8973521,42883490.0961193,60,42883490.096119300000,714724.834935321667,343,5.71666666666666666667,20.0000000000000000
d00740a3-5890-49a6-a705-d0e951e52265,47689484.221762,42961161.101156,68,42961161.101156000000,631781.780899352941,94,1.38235294117647058824,22.6666666666666667
2f200786-9e7f-41e1-b051-a49b67f9bdfa,47650889.6420795,36763319.5820795,29,36763319.582079500000,1267700.675244120690,17,0.58620689655172413793,9.6666666666666667
8e38b707-0d4c-45c9-83f9-0e917626d8c8,47522176.37,47522176.37,4,47522176.370000000000,11880544.092500000000,13,3.25000000000000000000,1.3333333333333333
ef69149e-849a-4927-b4ec-69f70ec5e2c6,47509922.5452101,46546740.1047301,29,46546740.104730100000,1605060.003611382759,30,1.03448275862068965517,9.6666666666666667
121cf72e-c1c5-4c11-b12b-cd7dccbeea70,47450249.2969891,43910117.9294787,102,43910117.929478700000,430491.352249791176,319,3.12745098039215686275,34.0000000000000000
ceb9a0d6-5dfe-4512-b2ef-d245d0f0c674,47417956.9070155,43769680.7498326,88,43769680.749832600000,497382.735793552273,80,0.90909090909090909091,29.3333333333333333
227c7283-ffdd-4e87-95b0-8841189b69ae,47390588.56267,47229559.13258,34,47229559.132580000000,1389104.680370000000,48,1.41176470588235294118,11.3333333333333333
8f149337-ecb0-42af-ada1-4e4761022ab6,47328208.0906083,39639843.4379391,121,39639843.437939100000,328033.472883582645,127,1.04958677685950413223,40.3333333333333333
186c04c0-153c-42e2-9c6c-a0fd4498e88d,47294860.0232,42110927.3080649,42,42110927.308064900000,1002748.327096783333,26,0.61904761904761904762,14.0000000000000000
c975539e-431a-42b3-80aa-21c472c17767,47247899.1095173,41946009.2943796,30,41946009.294379600000,1398200.309812653333,41,1.36666666666666666667,10.0000000000000000
e5cc447d-1f72-4bb3-b9ba-6772a5b7ec74,47224886.7779386,45267829.3449331,115,45267829.344933100000,393633.298651592174,170,1.47826086956521739130,38.3333333333333333
50604d1d-1304-455b-b5d4-4d8881a43f51,47153055.88,44627327.9635,43,44627327.963500000000,1046871.606360465116,37,0.86046511627906976744,14.3333333333333333
2a8b082b-dd54-4d18-a499-4dc2970e1efc,47144415.9643485,42658069.9874454,95,42658069.987445400000,449032.315657320000,28,0.29473684210526315789,31.6666666666666667
fa3a992f-172b-4a4d-92f4-127b8a88c4dd,47109889.63,40814809.1781586,30,40814809.178158600000,1360493.639271953333,35,1.16666666666666666667,10.0000000000000000
dd6b321e-9f54-40c1-90cb-cb02e71608b6,47019456.17147,33441005.054117,150,33441005.054117000000,223081.397255419333,116,0.77333333333333333333,50.0000000000000000
f0a9f18f-d6e8-4656-acbc-730c920f4419,46983134.5005687,46856573.7924566,36,46856573.792456600000,1301571.494234905556,39,1.08333333333333333333,12.0000000000000000
27c822ca-45ea-46c0-bd23-2f827cea50e4,46970107.768,27010864.538,48,27010864.538000000000,562726.344541666667,36,0.75000000000000000000,16.0000000000000000
e9228192-c056-4450-b4eb-63218a6a3f97,46867169.2232852,46323295.3432852,31,46323295.343285200000,1494299.849783393548,37,1.19354838709677419355,10.3333333333333333
f620ef12-a92c-4650-a8f6-2dc3e28f33ce,46846307.9866919,39631952.7604634,134,39631952.760463400000,295760.841495995522,60,0.44776119402985074627,44.6666666666666667
0b22d51f-8377-42aa-ac02-dcb7b987bd4b,46840053.3852396,40564361.4168338,47,40564361.416833800000,863071.519507102128,26,0.55319148936170212766,15.6666666666666667
0b593dc0-93c7-4d57-b52f-0857c7ca1781,46828045.7214,31144527.7366,9,31144527.736600000000,3460503.081844444444,6,0.66666666666666666667,3.0000000000000000
13ae39e4-4546-485a-85dd-c04e36f89c84,46808901.3242938,41819943.6259996,78,41819943.625999600000,536153.123410251282,130,1.66666666666666666667,26.0000000000000000
fcdeb1dd-3055-437a-85d3-408766628dc5,46800080.9343508,43067001.6194246,105,43067001.619424600000,410161.920184996190,500,4.76190476190476190476,35.0000000000000000
0eed446c-b739-4053-bc57-b2e025d76e48,46759481.1811308,40280441.1147938,38,40280441.114793800000,1060011.608284047368,146,3.84210526315789473684,12.6666666666666667
6b0c5ba0-0549-4a40-a2e9-e4d86017c005,46740549.288,30688256.0734,58,30688256.073400000000,529107.863334482759,64,1.10344827586206896552,19.3333333333333333
838f50e1-97cb-4a4c-95e2-918035b8ee4e,46672538.4391187,46073939.9266129,28,46073939.926612900000,1646779.998807603571,20,0.71428571428571428571,9.3333333333333333
768df000-2428-4a02-8e3f-4b5e188f8504,46642313.6732,31462342.1252632,37,31462342.125263200000,850333.570953059459,27,0.72972972972972972973,12.3333333333333333
321fbb77-be3b-4050-9c7d-f498b5bf6977,46604874.242065,38598717.9395,38,38598717.939500000000,1015755.735250000000,30,0.78947368421052631579,12.6666666666666667
9f43fb52-3aca-440a-896c-dd273e2f7af5,46530203.3177544,38815890.5602944,318,38815890.560294400000,122062.548931743396,632,1.98742138364779874214,106.0000000000000000
27aa6a8a-4c22-42e3-87be-091be215d406,46529651.3615958,37461924.5392,35,37461924.539200000000,1070340.701120000000,32,0.91428571428571428571,11.6666666666666667
16414d28-e494-4187-8d67-c259e435fa9c,46371343.594,35956643.104,43,35956643.104000000000,836201.002418604651,32,0.74418604651162790698,14.3333333333333333
ede3b25f-4ee3-4a02-8b7a-ad48393ea708,46333797.5796647,43785068.2999136,67,43785068.299913600000,663410.125756266667,36,0.53731343283582089552,22.3333333333333333
b94a1478-c645-49bb-ac7b-f28def533645,46311848.0439977,45857873.4393027,34,45857873.439302700000,1348760.983508902941,49,1.44117647058823529412,11.3333333333333333
a9717aba-db11-4f18-af13-ad697a8f4485,46264435.1515275,40377858.63606,28,40377858.636060000000,1442066.379859285714,16,0.57142857142857142857,9.3333333333333333
cf78b477-c4de-46fb-a850-002f5d63fe99,46186431.6393336,38950317.1515488,25,38950317.151548800000,1558012.686061952000,28,1.12000000000000000000,8.3333333333333333
9009e0da-f960-46c9-8f8a-c4a1f848ffcc,46182699.123,22367469.619316,36,22367469.619316000000,621318.600536555556,22,0.61111111111111111111,12.0000000000000000
6dd70f21-d226-4654-a4ae-b0cab4f574f2,46172410.3482413,45781827.8882653,95,45781827.888265300000,481913.977771213684,48,0.50526315789473684211,31.6666666666666667
f27ff50f-35b6-4bbb-9862-ba646c3b6062,46155298.8618,45177634.655,35,45177634.655000000000,1290789.561571428571,10,0.28571428571428571429,11.6666666666666667
a63a40db-1842-4441-a54e-f7196ee34911,46118493.5928852,26003550.6754333,81,26003550.675433300000,321031.489820164198,31,0.38271604938271604938,27.0000000000000000
54a71235-cb3f-4435-853f-c25dc388b948,46067919.596839,40987590.3346994,33,40987590.334699400000,1242048.191960587879,33,1.00000000000000000000,11.0000000000000000
45f272d2-a22d-4e82-b486-20f5b102dbb6,46029058.6973,43495367.3646,16,43495367.364600000000,2718460.460287500000,12,0.75000000000000000000,5.3333333333333333
fd73228a-dd40-4298-ae48-c2a2720c245a,45951635.3187272,45747700.0848321,19,45747700.084832100000,2407773.688675373684,44,2.31578947368421052632,6.3333333333333333
c86364e4-0f36-445c-8b78-ff401bdf2d9b,45945952.75,44463952.75,4,44463952.750000000000,11115988.187500000000,12,3.00000000000000000000,1.3333333333333333
e8a9faf0-6689-4dfb-8ee8-dddee73c9def,45928685.8226261,30337974.6462524,182,30337974.646252400000,166692.168386002198,139,0.76373626373626373626,60.6666666666666667
d783a765-299f-41b6-bb9c-11407cd15656,45883108.1537001,39618673.2813496,283,39618673.281349600000,139995.311948231802,591,2.08833922261484098940,94.3333333333333333
9c9046f5-015d-4372-8f13-12de50904587,45823543.6139219,35890020.6365221,116,35890020.636522100000,309396.729625190517,340,2.93103448275862068966,38.6666666666666667
0f3d1332-507b-42fb-95b3-a34cf5d9d5df,45790844.6951778,25087433.2203778,53,25087433.220377800000,473347.796610901887,14,0.26415094339622641509,17.6666666666666667
359029e6-5b33-4fd1-8fa4-e46385ea17fd,45751107.040865,38421365.108,72,38421365.108000000000,533630.070944444444,61,0.84722222222222222222,24.0000000000000000
5897b962-bd49-4ba0-9c86-615e3fb7b17c,45443721.069798,41917898.022818,104,41917898.022818000000,403056.711757865385,83,0.79807692307692307692,34.6666666666666667
1873ce0e-0602-4e9b-8561-a128f7edbc09,45427063.11276,42937338.9467975,40,42937338.946797500000,1073433.473669937500,47,1.17500000000000000000,13.3333333333333333
0b4149c4-7e8b-40e0-b9bd-a3281f845bc6,45416425.2771224,44975985.6661508,113,44975985.666150800000,398017.572266821239,127,1.12389380530973451327,37.6666666666666667
0b7e5dd1-6e7f-4214-ab6d-7eab185cef87,45380029.4470488,38738191.6871948,35,38738191.687194800000,1106805.476776994286,161,4.60000000000000000000,11.6666666666666667
